,intercept,sum_fg,sum_fga,sum_fg_pct,sum_fg2,sum_fg2a,sum_fg2_pct,sum_fg3,sum_fg3a,sum_fg3_pct,sum_ft,sum_fta,sum_ft_pct,sum_orb,sum_drb,sum_trb,sum_ast,sum_stl,sum_blk,sum_tov,sum_pf,sum_pts,sum_pts_per_g
0,-0.30233215691104337,-0.07765464640329228,0.02647911707643342,0.010366551822797231,-0.03468651726142432,0.019741000313477346,-0.007383622368785651,-0.042968129141825184,0.00673811676307185,-0.0004839476826003624,-0.034579633717094466,0.013091784147984358,-0.008857864389199043,-0.028706566483357603,0.02650999274176203,-0.00219657374150798,0.004647052928997353,-0.0056029459237404815,0.030006507730607094,0.012630552879287571,0.002839532379934032,0.005392275739042766,1.0991676702495925
