,intercept,t1t_g,t1t_mp,t1t_fg,t1t_fga,t1t_fg_pct,t1t_fg2,t1t_fg2a,t1t_fg2_pct,t1t_fg3,t1t_fg3a,t1t_fg3_pct,t1t_ft,t1t_fta,t1t_ft_pct,t1t_orb,t1t_drb,t1t_trb,t1t_ast,t1t_stl,t1t_blk,t1t_tov,t1t_pf,t1t_pts,t1t_pts_per_g,t1o_g,t1o_mp,t1o_fg,t1o_fga,t1o_fg_pct,t1o_fg2,t1o_fg2a,t1o_fg2_pct,t1o_fg3,t1o_fg3a,t1o_fg3_pct,t1o_ft,t1o_fta,t1o_ft_pct,t1o_orb,t1o_drb,t1o_trb,t1o_ast,t1o_stl,t1o_blk,t1o_tov,t1o_pf,t1o_pts,t1o_pts_per_g,t2t_g,t2t_mp,t2t_fg,t2t_fga,t2t_fg_pct,t2t_fg2,t2t_fg2a,t2t_fg2_pct,t2t_fg3,t2t_fg3a,t2t_fg3_pct,t2t_ft,t2t_fta,t2t_ft_pct,t2t_orb,t2t_drb,t2t_trb,t2t_ast,t2t_stl,t2t_blk,t2t_tov,t2t_pf,t2t_pts,t2t_pts_per_g,t2o_g,t2o_mp,t2o_fg,t2o_fga,t2o_fg_pct,t2o_fg2,t2o_fg2a,t2o_fg2_pct,t2o_fg3,t2o_fg3a,t2o_fg3_pct,t2o_ft,t2o_fta,t2o_ft_pct,t2o_orb,t2o_drb,t2o_trb,t2o_ast,t2o_stl,t2o_blk,t2o_tov,t2o_pf,t2o_pts,t2o_pts_per_g
0,-0.0007885443915575833,0.006659498909304807,-0.017476305287202544,-0.10431098655456487,0.15201853382796085,-0.0005177893411568844,-0.15141119618040452,0.13791704915331945,-0.000313823619852836,0.04710020962586399,0.01410148467467774,-0.0004748881717662858,0.057935005809603785,0.1944829158865524,-0.0006942888862525127,-0.20355359749398216,0.09447151949614438,-0.10908207799781781,0.13961272840343755,-0.08070972358927361,-0.17147090118838423,0.08693647529087958,-0.1968243035793563,-0.06352746733362508,-0.06774831958266345,0.006659498909304807,-0.017476305287202544,-0.10431098655456487,0.15201853382796085,-0.0005177893411568844,-0.15141119618040452,0.13791704915331945,-0.000313823619852836,0.04710020962586399,0.01410148467467774,-0.0004748881717662858,0.057935005809603785,0.1944829158865524,-0.0006942888862525127,-0.20355359749398216,0.09447151949614438,-0.10908207799781781,0.13961272840343755,-0.08070972358927361,-0.17147090118838423,0.08693647529087958,-0.1968243035793563,-0.06352746733362508,-0.06774831958266345,0.011670392916264028,0.023573156681426073,-0.05884142995521162,-0.04748786240708464,-0.0003160138472613143,-0.1601807452133172,-0.00994676981987406,-0.0002978997048556323,0.10133931525810064,-0.03754109258722847,-0.00018955798947588415,0.076283117872895,-0.1923488011677847,-0.0001457451961176814,0.2373417709559944,-0.17034587158068512,0.06699589937527718,-0.164409619334976,0.10122092945281685,0.25668354920132663,-0.12697452415213772,0.1625186303480385,0.059931810986726085,-0.07791044944142482,0.011670392916264028,0.023573156681426073,-0.05884142995521162,-0.04748786240708464,-0.0003160138472613143,-0.1601807452133172,-0.00994676981987406,-0.0002978997048556323,0.10133931525810064,-0.03754109258722847,-0.00018955798947588415,0.076283117872895,-0.1923488011677847,-0.0001457451961176814,0.2373417709559944,-0.17034587158068512,0.06699589937527718,-0.164409619334976,0.10122092945281685,0.25668354920132663,-0.12697452415213772,0.1625186303480385,0.059931810986726085,-0.07791044944142482
